epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.9554155468940735,0.12395152449607849,0.9587104320526123,0.11679039895534515,9.999999747378752e-06
2,0.967288613319397,0.08922411501407623,0.9604072570800781,0.10373702645301819,9.999999747378752e-06
3,0.9745578169822693,0.07298056781291962,0.9654977321624756,0.10146279633045197,9.999999747378752e-06
4,0.9802520275115967,0.05745243653655052,0.9615384340286255,0.0986698642373085,9.999999747378752e-06
5,0.9842500686645508,0.04622264206409454,0.9683257937431335,0.08093567937612534,9.999999747378752e-06
6,0.9858250617980957,0.04032953828573227,0.9700226187705994,0.08297184854745865,9.999999747378752e-06
7,0.9903077483177185,0.029038386419415474,0.9638009071350098,0.10075400769710541,9.999999747378752e-06
8,0.9918827414512634,0.026201436296105385,0.9688913822174072,0.08856326341629028,9.999999747378752e-06
9,0.9953961968421936,0.017548466101288795,0.9728506803512573,0.08088433742523193,1.9999999949504854e-06
10,0.9962442517280579,0.016340717673301697,0.9722850918769836,0.08086325228214264,1.9999999949504854e-06
11,0.9958807826042175,0.014898516237735748,0.9717194437980652,0.07687871903181076,1.9999999949504854e-06
12,0.9960019588470459,0.016098057851195335,0.9711538553237915,0.07885245978832245,1.9999999949504854e-06
13,0.9966077208518982,0.013541461899876595,0.973416268825531,0.08060088753700256,1.9999999949504854e-06
14,0.9962442517280579,0.0136986393481493,0.9751130938529968,0.07965952903032303,1.9999999949504854e-06
15,0.9981827139854431,0.010165068320930004,0.9751130938529968,0.0790812224149704,4.0000000467443897e-07
16,0.9972134828567505,0.012295703403651714,0.9739819169044495,0.07789815217256546,4.0000000467443897e-07
